100	20	50
8	579	55
8	787	-154
1	-873	328
8	922	-480
5	348	-240
1	-275	75
2	-132	180
4	-257	-163
6	829	-135
4	-159	89
4	186	84
6	-11	43
9	13	450
9	550	-53
4	-88	471
8	-459	-178
2	695	414
8	-631	106
2	207	-103
4	-173	-265
1	-470	-132
5	566	424
2	-549	-448
5	263	-484
8	792	-436
9	-575	55
1	173	-471
5	895	-492
4	575	-137
2	761	-82
7	507	-316
3	-288	416
4	-24	478
7	925	-215
10	-739	1
4	-167	-128
4	700	-80
7	-108	-403
9	508	-173
1	170	262
5	-270	36
4	-27	180
5	-438	107
5	-718	-253
6	999	343
7	429	240
1	-582	-111
5	-94	-405
5	-488	91
1	625	323
6	-950	-159
9	-895	-427
8	-888	-79
5	414	279
3	549	315
9	185	-480
6	927	-67
4	-784	-229
4	789	-327
1	-698	89
10	-356	-395
8	676	440
2	-739	93
4	291	139
10	-964	-388
4	-79	478
3	807	-127
5	-601	367
2	575	-53
3	-733	-347
9	270	-483
7	-417	409
4	-343	-2
5	-320	167
3	-372	340
7	-440	-24
7	773	316
9	-453	150
1	757	258
5	125	385
7	-31	-285
6	-852	197
8	909	-372
7	-778	372
10	169	147
4	787	-90
2	-988	-427
3	-118	90
6	291	345
6	816	202
6	-875	122
5	-491	-139
6	706	-244
1	706	-111
8	811	-244
5	-958	487
2	-668	-477
5	-59	61
6	814	-437
9	199	-237
